Setor,Data Aquisição,Tipo Equipamento,Valor,Garantia
UNIDADE DE TERAPIA INTENSIVA NEONATAL,24/08/2008,MONITOR MULTIPARAMETRICO,15000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,24/08/2008,MONITOR MULTIPARAMETRICO,15000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,24/08/2008,MONITOR MULTIPARAMETRICO,15000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,24/08/2008,MONITOR MULTIPARAMETRICO,15000,NÃO
HOSPITAL DO TRAUMA - UFU,26/08/2008,DESFIBRILADOR-CARDIOVERSOR,26000,NÃO
UTI PEDIATRICA,31/08/2008,MOD CO2 EXALADO,"7501,2",NÃO
ENDOSCOPIA,31/08/2008,MOD CO2 EXALADO,0,NÃO
FARMACIA DO CENTRO CIRURGICO,01/10/2007,SELADOR PACOTE,600,NÃO
UTI NEO,18/10/2008,BALANCA PACIENTE INFANTIL,"887,4",NÃO
CENTRO CIRÚRGICO,02/07/2006,DESFIBRILADOR-CARDIOVERSOR,10500,NÃO
CENTRO CIRÚRGICO,13/05/2012,MESA CIRURGICA,32000,NÃO
ENFERMARIA DE PEDIATRIA,03/07/2002,FOCO CIRURGICO,"10793,79",NÃO
UNIDADE DE ANATOMIA PATOLOGICA,23/03/2008,PROCESSADORA AUTOMATICA TECIDO,18700,NÃO
PRONTO SOCORRO,30/10/2008,ELETROCARDIOGRAFO,4700,NÃO
AMBULATORIO CENTRAL,05/03/2007,BALANCA ELETRONICA,2790,NÃO
FUNCAO PULMONAR,13/01/2009,ESFIGMOMANOMETRO ANEROIDE,45,NÃO
ENFERMARIA DE PEDIATRIA,20/09/2008,ESFIGMOMANOMETRO ANEROIDE,"38,5",NÃO
ENFERMARIA DE PEDIATRIA,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
UNIDADE DE ONCOLOGIA,12/10/2008,RAIO-X,65000,NÃO
INTERNAÇÃO ONCOLOGIA,21/09/2008,ESFIGMOMANOMETRO ANEROIDE,"38,5",NÃO
ENFERMARIA DE PEDIATRIA,20/09/2008,ESFIGMOMANOMETRO ANEROIDE,"38,5",NÃO
ENDOSCOPIA - 29,19/09/2006,VIDEO COLONOSCOPIO,"38235,29",NÃO
RADIOLOGIA,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
UTI ADULTO,27/11/2008,VENTILADOR UTI,39000,NÃO
MATERNIDADE,07/05/2007,DETECTOR FETAL US CORACAO,250,NÃO
CLINICA MEDICA,15/02/2004,ESFIGMOMANOMETRO ANEROIDE,51,NÃO
HEMODINÂMICA,19/11/2008,SIS IMAGEM DIGITAL ANGIOGRAFICO CARDIOVASCULAR,1186929,NÃO
UTI ADULTO,29/03/2007,VENTILADOR UTI,"33098,42",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,16/07/2009,BALANCA PACIENTE INFANTIL,582,NÃO
CENTRO CIRURGICO,02/10/2013,MONITOR VIDEO,0,NÃO
CENTRO CIRURGICO,02/10/2013,IMPRESSORA VIDEO,0,NÃO
CENTRO CIRURGICO,09/04/2013,PROCESSADORA VIDEO ENDOSCOPIA,0,NÃO
CENTRO CIRURGICO,09/04/2013,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,0,NÃO
AMBULATÓRIO CENTRAL,07/05/2013,PROCESSADORA IMAGEM VIDEO,"102146,06",NÃO
ONCOLOGIA,06/05/2013,CADEIRA EXAME-TRATAMENTO,"5887,24",NÃO
BANCO DE OLHOS,09/08/2013,KERATOTOMO,140000,NÃO
PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
CENTRO CIRURGICO- SALA 10,28/02/2012,FOCO CIRURGICO,18590,NÃO
FARMÁCIA CENTRAL,30/08/2013,REFRIGERADOR FARMACIA VERTICAL,8890,NÃO
QUEIMADOS,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,19/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,13/11/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,13/11/2013,CAMA ELETRICA,0,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
FUNÇÃO PULMONAR,13/11/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,13/11/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,13/11/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,05/08/2009,INCUBADORA RN MOVEL,22981,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRÚRGICA I,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRÚRGICA 2,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 2,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 2,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,0,NÃO
CIRURGICA II,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
MOLÉSTIAS INFECCIOSAS,12/06/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 2,13/11/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,12/06/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
CENTRO OBSTÉTRICO,13/11/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,12/06/2013,CAMA ELETRICA,8690,NÃO
PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,13/11/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,07/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
CENTRO OBSTÉTRICO,13/11/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,13/11/2013,CAMA ELETRICA,8690,NÃO
CENTRO OBSTÉTRICO,13/11/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,13/11/2013,CAMA ELETRICA,8690,NÃO
CLÍNICA MÉDICA,05/11/2009,RAIO-X MOVEL,6500000,NÃO
COZINHA,03/12/2013,BALANCA ELETRONICA,47850,NÃO
AMBULATORIO CENTRAL,04/12/2013,LAMPADA FENDA,15000,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,14/07/2008,ESFIGMOMANOMETRO ANEROIDE,"48,5",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/08/2009,BERCO AQUECIDO,13090,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/08/2009,INCUBADORA RN MOVEL,24100,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/08/2009,INCUBADORA RN MOVEL,24100,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/08/2009,FOTOTERAPIA HIPERBILIRRUBINEMIA,6945,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/08/2009,FOTOTERAPIA HIPERBILIRRUBINEMIA,6945,NÃO
UTI NEO,04/08/2009,FOTOTERAPIA HIPERBILIRRUBINEMIA,6945,NÃO
UTI NEO,04/08/2009,FOTOTERAPIA HIPERBILIRRUBINEMIA,6945,NÃO
UTI NEO,03/08/2009,BERCO AQUECIDO,13090,NÃO
GERENCIA DE PRONTO SOCORRO,18/08/2009,ULTRASSOM,87000,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/08/2009,VENTILADOR UTI,42000,NÃO
UTI NEO,11/08/2009,BLENDER,0,NÃO
UTI ADULTO,11/08/2009,BLENDER,0,NÃO
HEMODINAMICA,25/02/2009,DESFIBRILADOR-CARDIOVERSOR,26300,NÃO
PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,13/08/2009,CARDIOTOCOGRAFO,11000,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,13/08/2009,CARDIOTOCOGRAFO,11000,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,18/04/1991,ANA LAB HEM CTG CELULA MANUAL,0,NÃO
CENTRO CIRURGICO,11/11/2011,MOTOR ODONTOLOGICO,0,NÃO
CENTRO CIRURGICO,11/11/2011,MOTOR ODONTOLOGICO,0,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,08/03/2007,CENTRIFUGA B B V,2930,NÃO
UNIDADE DE LABORATORIO DE ANÁLISES CLINICAS,06/12/2007,REFRIGERADOR FARMACIA VERTICAL,15656,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,04/03/2008,INCUBADORA CO2,19000,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,22/10/1987,AUTOCLAVE,148670,NÃO
UNIDADE DE LABORATORIO DE ANÁLISES CLINICAS,14/08/2000,REFRIGERADOR FARMACIA VERTICAL,12000,NÃO
AMBULATORIO DE PEDIATRIA,06/08/2014,BALANCA PACIENTE PLATAFORMA ELETRONICA,1700,NÃO
AMBULATORIO CENTRAL,06/10/2014,TONOMETRO OFTALMOLOGICO,8845,NÃO
UTI ADULTO,27/11/2008,VENTILADOR UTI,39000,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,11/07/2007,ANA LAB MICROBIOLOGICO,0,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,11/07/2007,ANA LAB MICROBIOLOGICO,0,NÃO
AMBULATORIO TRAUMATOLOGIA,02/09/2014,SERRA GESSO ELETRICA,"1850,66",NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,11/07/2007,LEITORA ELISA,0,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,12/07/2007,ANA LAB HEM CTG CELULA MANUAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,06/10/2014,LAMPADA FENDA,8845,NÃO
PLÁSTICA E QUEIMADOS,23/09/2014,DERMATOMO ELETRICO,48800,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,30/09/2009,DETECTOR FETAL US CORACAO,360,NÃO
MATERNIDADE,30/09/2009,DETECTOR FETAL US CORACAO,360,NÃO
MATERNIDADE,11/11/2011,DETECTOR FETAL US CORACAO,0,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,30/09/2009,DETECTOR FETAL US CORACAO,360,NÃO
ENFERMARIA DE PEDIATRIA,03/02/2010,DESFIBRILADOR-CARDIOVERSOR,26000,NÃO
QUEIMADOS,03/02/2010,DESFIBRILADOR-CARDIOVERSOR,26000,NÃO
CIRURGICA 01,03/02/2010,DESFIBRILADOR-CARDIOVERSOR,26000,NÃO
CENTRO OBSTÉTRICO,03/02/2010,DESFIBRILADOR-CARDIOVERSOR,26000,NÃO
CENTRO CIRURGICO,29/10/2014,NOBREAK,0,NÃO
CENTRO CIRURGICO,29/10/2014,NOBREAK,0,NÃO
CENTRO CIRURGICO,29/10/2014,ACIONADOR-CHAVE,0,NÃO
CENTRO CIRURGICO,29/10/2014,PROCESSADORA IMAGEM VIDEO,0,NÃO
CENTRO CIRURGICO,29/10/2014,NOBREAK,0,NÃO
CENTRO CIRURGICO,29/04/2014,PROCESSADORA IMAGEM VIDEO,0,NÃO
CENTRO CIRURGICO - HEMODINÂMICA - SALA 8,17/12/2014,FOCO CIRURGICO,42400,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,12/02/2015,MICROSCOPIO LAB CAMPO CLARO,"1493,33",NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,12/02/2015,MICROSCOPIO LAB CAMPO CLARO,"1493,33",NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,12/02/2015,MICROSCOPIO LAB CAMPO CLARO,"1493,33",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/07/2003,BALANCA PACIENTE INFANTIL,"7570,29",NÃO
CENTRO CIRURGICO,05/03/2002,INSUFLADOR LAPAROSCOPIA,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,02/07/2003,BALANCA PACIENTE INFANTIL,"7570,29",NÃO
FUNCAO PULMONAR,18/11/2015,BALANCA PACIENTE PLATAFORMA ELETRONICA,"2816,34",NÃO
UNIDADE DE ONCOLOGIA,11/11/2011,OXIMETRO PULSO,0,NÃO
BIOENGENHARIA,15/03/2010,ANA INFUSAO,40000,NÃO
AMBULATORIO CENTRAL,07/01/2016,OTOSCOPIO,"562,9",NÃO
AMBULATORIO CENTRAL,07/01/2016,OTOSCOPIO,"562,9",NÃO
MATERIAIS E ESTERILIZAÇÃO,01/03/2016,LEITOR CODIGO BARRAS,9075,NÃO
MATERIAIS E ESTERILIZAÇÃO,01/03/2016,LEITOR CODIGO BARRAS,9075,NÃO
MATERIAIS E ESTERILIZAÇÃO,14/04/2016,LEITOR CODIGO BARRAS,5410,NÃO
MATERIAIS E ESTERILIZAÇÃO,14/04/2016,LEITOR CODIGO BARRAS,5410,NÃO
MATERIAIS E ESTERILIZAÇÃO,14/04/2016,LEITOR CODIGO BARRAS,5410,NÃO
MATERIAIS E ESTERILIZACAO,14/04/2016,LEITOR CODIGO BARRAS,5410,NÃO
ENFERMARIA DA PEDIATRIA,04/11/2009,RAIO-X MOVEL,65000,NÃO
GERENCIA DE PRONTO SOCORRO,04/11/2009,RAIO-X MOVEL,65000,NÃO
SERVICO DE ATENCAO DOMICILIAR,14/06/2016,OXIMETRO PULSO,2680,NÃO
HEMODINAMICA,04/01/2010,ESFIGMOMANOMETRO ANEROIDE,"34,7",NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,25/10/2016,BANHO SECO,"2229,63",NÃO
CREDESH,08/12/2016,REFRIGERADOR ALIMENTO VERTICAL,"4973,97",NÃO
CREDESH,08/12/2016,REFRIGERADOR ALIMENTO VERTICAL,"4973,97",NÃO
AMBULATORIO CREDESH,15/12/2016,AGITADOR LAB,399,NÃO
CENTRO CIRÚRGICO,04/03/1999,DESFIBRILADOR-CARDIOVERSOR,3348,NÃO
MOLÉSTIAS INFECCIOSAS,31/12/2009,ESFIGMOMANOMETRO ANEROIDE,"33,5",NÃO
FUNÇÃO PULMONAR,13/01/2017,MONITOR EEG,"122099,5",NÃO
FUNÇÃO PULMONAR,13/01/2017,MONITOR EEG,"122099,5",NÃO
AMBULATORIO CREDESH,20/02/2017,LEITORA MICROPLACA,"41647,5",NÃO
PRONTO SOCORRO,03/02/2010,DESFIBRILADOR-CARDIOVERSOR,26000,NÃO
AMBULATORIO CREDESH,19/05/2017,LAVADORA MICROPLACA,10100,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/01/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
AMBULATORIO CREDESH,25/04/2017,INCUBADORA CO2,22000,NÃO
AMBULATORIO CREDESH,05/05/2017,CENTRIFUGA B A V,"44201,42",NÃO
UTI ADULTO,27/01/2010,BLENDER,0,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
FUNCAO PULMONAR,01/08/2017,ESPIROMETRO DIAGNOSTICO,"25888,15",NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/01/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,26/01/2010,VENTILADOR UTI,39500,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,10/10/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,10/10/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UTI ADULTO,26/01/2010,VENTILADOR UTI,39500,NÃO
CENTRO OBSTÉTRICO,30/10/2017,MESA CIRURGICA,44000,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/01/2010,VENTILADOR UTI,40000,NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
CARDIOLOGIA,05/03/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
ENDOSCOPIA,12/01/2018,VIDEO DUODENOSCOPIO,"61238,88",NÃO
CENTRO CIRURGICO - SALA 1,12/01/2018,FOCO CIRURGICO,0,NÃO
CENTRO CIRURGICO - SALA 1,12/01/2018,FOCO CIRURGICO,"65913,34",NÃO
CENTRO CIRURGICO - SALA 2,12/01/2018,FOCO CIRURGICO,"65913,34",NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,26/01/2010,VENTILADOR UTI,39500,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,26/01/2010,VENTILADOR UTI,39500,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/01/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
UTI ADULTO,29/01/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
AMBULATORIO CENTRAL,15/03/2018,OTO-OFTALMOSCOPIO,"2003,02",NÃO
AMBULATORIO CENTRAL,15/03/2018,OTO-OFTALMOSCOPIO,"2003,01",NÃO
AMBULATORIO CENTRAL,15/03/2018,OTO-OFTALMOSCOPIO,"2003,01",NÃO
AMBULATORIO CENTRAL,15/03/2018,OTO-OFTALMOSCOPIO,"2003,01",NÃO
AMBULATORIO CENTRAL,15/03/2018,RETINOSCOPIO,2030,NÃO
AMBULATORIO CENTRAL,15/03/2018,RETINOSCOPIO,2030,NÃO
AMBULATORIO CENTRAL,15/03/2018,OFTALMOSCOPIO INDIRETO,3390,NÃO
AMBULATÓRIO CENTRAL,15/03/2018,CADEIRA EXAME-TRATAMENTO,3900,NÃO
AMBULATÓRIO CENTRAL,15/03/2018,CADEIRA EXAME-TRATAMENTO,3900,NÃO
AMBULATÓRIO CENTRAL,15/03/2018,CADEIRA EXAME-TRATAMENTO,3900,NÃO
AMBULATÓRIO CENTRAL,15/03/2018,CADEIRA EXAME-TRATAMENTO,3900,NÃO
AMBULATÓRIO CENTRAL,08/04/2022,CADEIRA EXAME-TRATAMENTO,3900,NÃO
AMBULATORIO CENTRAL,15/03/2018,COLUNA OFTALMOLOGICA,3900,NÃO
AMBULATORIO CENTRAL,15/03/2018,COLUNA OFTALMOLOGICA,3900,NÃO
AMBULATORIO CENTRAL,15/03/2018,COLUNA OFTALMOLOGICA,3900,NÃO
AMBULATORIO CENTRAL,15/03/2018,COLUNA OFTALMOLOGICA,3900,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,26/01/2010,VENTILADOR UTI,39500,NÃO
ENFERMARIA DE PEDIATRIA,29/01/2010,UMIDIFICADOR AQUECEDOR,40000,NÃO
PRONTO SOCORRO,25/01/2010,VENTILADOR UTI,39500,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/01/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,26/01/2010,VENTILADOR UTI,39500,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/10/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
ENDOSCOPIA,05/03/2010,BOMBA CIRCULACAO,30978,NÃO
UTI ADULTO,26/01/2010,VENTILADOR UTI,39500,NÃO
ECOCARDIOGRAFIA,20/04/2018,NOBREAK,"4169,81",NÃO
PS PEDIATRICA,26/01/2010,VENTILADOR UTI,39500,NÃO
RADIOTERAPIA,28/02/2018,PROCESSADORA IMAGEM VIDEO,"298234,49",NÃO
ELETROENCEFALOGRAFIA,22/05/2018,MONITOR EEG,20800,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/10/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/01/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
UTI ADULTO,26/01/2010,VENTILADOR UTI,39500,NÃO
GINECOLOGIA E OBSTETRICIA ALTO RISCO,31/12/2009,ESFIGMOMANOMETRO ANEROIDE,32,NÃO
CENTRO CIRURGICO,21/02/2010,UNI ANESTESIA,58721,NÃO
CENTRO CIRURGICO,21/02/2010,UNI ANESTESIA,58721,NÃO
CENTRO CIRURGICO,21/02/2010,UNI ANESTESIA,58721,NÃO
ENDOSCOPIA,22/02/2010,UNI ANESTESIA,58721,NÃO
RADIOLOGIA,22/02/2010,UNI ANESTESIA,58721,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,07/02/2010,VENTILADOR BIPAP/CPAP,25193,NÃO
CREDESH,15/03/2019,EQUIPO ODONTOLOGICO,8375,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/03/2019,BOMBA INFUSAO SERINGA,3400,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,01/10/2014,BOMBA INFUSAO SERINGA,3400,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/03/2019,BOMBA INFUSAO SERINGA,390000,NÃO
UTI NEO,28/03/2019,BOMBA INFUSAO SERINGA,3400,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/03/2019,BOMBA INFUSAO SERINGA,3400,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/03/2019,BOMBA INFUSAO SERINGA,3400,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/03/2019,BOMBA INFUSAO SERINGA,3400,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/03/2019,BOMBA INFUSAO SERINGA,3900,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,19/08/2009,MICROSCOPIO LAB,45500,NÃO
AMBULATORIO CENTRAL,09/12/2007,FONTE ENERGIA,2744,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/03/2019,BOMBA INFUSAO SERINGA,3400,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,29/04/2019,MONITOR MULTIPARAMETRICO,59000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,29/04/2019,MONITOR MULTIPARAMETRICO,59000,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,29/04/2019,MONITOR MULTIPARAMETRICO,59000,NÃO
AMBULATORIO CENTRAL,07/07/2008,KERATOMETRO,33500,NÃO
CENTRO CIRÚRGICO - SALA 12,14/06/2019,FOCO CIRURGICO,63396,NÃO
CENTRO CIRURGICO - SALA 5,14/06/2019,FOCO CIRURGICO,63396,NÃO
CENTRO CIRURGICO - SALA 13,14/06/2019,FOCO CIRURGICO,63396,NÃO
ENDOSCOPIA,17/06/2019,UNI COAGULACAO ARGONIO,"26234,6",NÃO
MATERIAIS E ESTERILIZACAO,24/06/2019,OSMOSE REVERSA,0,NÃO
MATERIAIS E ESTERILIZACAO,24/06/2019,OSMOSE REVERSA,0,NÃO
UTI ADULTO,09/07/2019,BIOIMPEDANCIOMETRO,70600,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,17/07/2019,MONITOR DEBITO CARDIACO,55000,NÃO
BANCO DE OLHOS,05/08/2019,REFRIGERADOR FARMACIA VERTICAL,9450,NÃO
ENFERMARIA DE PEDIATRIA,20/09/2019,MONITOR MULTIPARAMETRICO,59000,NÃO
RADIOLOGIA,10/05/2010,MAMOGRAFO,133269,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,30/10/2019,FOCO CLINICO,530,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,30/10/2019,FOCO CLINICO,530,NÃO
PRONTO SOCORRO GINECOLOGIA,08/11/2019,FOCO CLINICO,53000,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,30/10/2019,FOCO CLINICO,530,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,30/10/2019,FOCO CLINICO,530,NÃO
PRONTO SOCORRO GINECOLOGIA,08/11/2019,FOCO CLINICO,53000,NÃO
AMBULATORIO CENTRAL,21/03/2010,ESFIGMOMANOMETRO ANEROIDE,31,NÃO
SETOR DE TRANSPLANTES,21/03/2007,OSMOSE REVERSA,14900,NÃO
SETOR DE TRANSPLANTES,21/03/2007,OSMOSE REVERSA,14900,NÃO
SETOR DE TRANSPLANTES,21/03/2007,OSMOSE REVERSA,14900,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/11/2019,ELETROCARDIOGRAFO,"7283,34",NÃO
PRONTO SOCORRO,11/02/2020,ELETROCARDIOGRAFO,"7283,33",NÃO
CARDIOLOGIA,11/02/2020,ELETROCARDIOGRAFO,"7283,33",NÃO
PSIQUIATRIA,15/06/2008,BALANCA PACIENTE PLATAFORMA ELETRONICA,1590,NÃO
CENTRO CIRURGICO,03/03/2020,SIS ESTEREOTAXICO NEUROCIRURGICO CABECA,954000,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,14/02/2020,BALANCA ELETRONICA,"593,5",NÃO
LAPAT,04/03/2020,BALANCA ELETRONICA,59350,NÃO
COZINHA,04/03/2020,BALANCA ELETRONICA,59350,NÃO
LACTÁRIO,04/03/2020,BALANCA ELETRONICA,"593,5",NÃO
UTI PEDIATRICA,17/05/2010,RAIO-X MOVEL,59000,NÃO
PRONTO SOCORRO,17/05/2010,RAIO-X MOVEL,59000,NÃO
RADIOLOGIA,17/05/2010,RAIO-X MOVEL,59000,NÃO
CIRURGICA 01,19/02/2020,BALANCA PACIENTE PLATAFORMA ELETRONICA,3600,NÃO
GERENCIA DE PRONTO SOCORRO,17/05/2010,RAIO-X MOVEL,59000,NÃO
ECOCARDIOGRAFIA,20/03/2020,ESPIROMETRO DIAGNOSTICO,"155851,01",NÃO
