Número de Série,Tipo Equipamento,Marca,Modelo,Sigla US,Órgão,Grupo,Localização,Data Aquisição,Valor,Próprio,Garantia,Parecer Desativação,Desativado,Baixado,Aprovado,Permitir O.S,Crítico
90349,REPROCESSADORA ENDOSCOPIO FLEXIVEL,ENDOCLEAR,ALX-1012-DL,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROMECANICA,ENDOSCOPIA,25/11/2021,"83526,05",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20130067,NOBREAK,ENDOCLEAR,SENOIDAL GII-1500 VA,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,05/11/2021,4200,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
E1U0800572,ELETROCARDIOGRAFO,BIONET,CARDIOCARE-2000,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,HEMODINÂMICA,30/11/2021,7232,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
CN32654126,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,EFFICIA DFM-100,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERENCIA DE PRONTO SOCORRO,02/12/2021,"23085,99",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
CN32654127,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,EFFICIA DFM-100,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERÊNCIA DE PRONTO SOCORRO,02/12/2021,"23085,99",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
CN32654128,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,EFFICIA DFM-100,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERENCIA DE PRONTO SOCORRO,02/12/2021,"23085,99",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
CN32654129,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,EFFICIA DFM-100,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERENCIA DE PRONTO SOCORRO,27/10/2021,"23085,99",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
JG361K116,VIDEO GASTROSCOPIO,FUJINON,EG-530-WR,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,13/01/2022,85000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
000523006,CENTRIFUGA B A V,HETTICH,ROTINA-380,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,10/02/2022,"76229,86",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0147291021,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRURGICO,07/10/2021,"56662,5",NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,07/10/2021,"56662,5",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0147301021,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,07/10/2021,"56662,5",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0147281021,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRÚRGICO,07/10/2021,"56662,5",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0147271021,MESA CIRURGICA,BARRFAB,BF-683-TDP,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,PEQUENAS CIRURGIAS - SALA 38,08/10/2021,136675,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930550,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930836,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930692,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930838,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930839,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930830,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930835,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930837,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
QPO6068930829,CAMA ELETRICA ROTATIVA BASCULANTE,OKIMAT,6-IPS,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PEDIATRIA,18/03/2022,9988,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22201262438,VENTILADOR BIPAP/CPAP,RESMED,AIRCURVE-10,HC,UNIDADE DE ATENÇÃO FAMILIAR E DOS CUIDADOS PALIATIVOS,DEL - ELETROELETRONICA,SERVIÇO DE ATENÇÃO DOMICILIAR ,07/04/2022,14438,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22201262673,VENTILADOR BIPAP/CPAP,RESMED,AIRCURVE-10,HC,UNIDADE DE ATENÇÃO FAMILIAR E DOS CUIDADOS PALIATIVOS,DEL - ELETROELETRONICA,SERVIÇO DE ATENÇÃO DOMICILIAR ,07/04/2022,14438,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22201262674,VENTILADOR BIPAP/CPAP,RESMED,AIRCURVE-10,HC,UNIDADE DE ATENÇÃO FAMILIAR E DOS CUIDADOS PALIATIVOS,DEL - ELETROELETRONICA,SERVIÇO DE ATENÇÃO DOMICILIAR ,07/04/2022,14438,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22201262442,VENTILADOR BIPAP/CPAP,RESMED,AIRCURVE-10,HC,UNIDADE DE ATENÇÃO FAMILIAR E DOS CUIDADOS PALIATIVOS,DEL - ELETROELETRONICA,SERVIÇO DE ATENÇÃO DOMICILIAR ,07/04/2022,14438,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22211016173,VENTILADOR BIPAP/CPAP,RESMED,STELLAR-150,HC,UNIDADE DE ATENÇÃO FAMILIAR E DOS CUIDADOS PALIATIVOS,DEL - ELETROELETRONICA,SERVIÇO DE ATENÇÃO DOMICILIAR ,07/04/2022,32658,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,UMIDIFICADOR AQUECEDOR,INTERMED,MISTY-3,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,02/04/2000,971,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0522,VIDEO CAPILAROSCOPIO,OPTILIA,OP-120 011,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATÓRIO CENTRAL,26/04/2022,"60818,5",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,UMIDIFICADOR AQUECEDOR,INTERMED,MISTY-3,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,05/04/2000,971,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GT201BDU20210810,AGITADOR LAB,GLOBAL TRADE,GT-201-BDU,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROMECANICA,LABORATÓRIO DE PATOLOGIA,15/06/2022,1389,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
29042022/01/19254-19244,BANHO MARIA LABORATORIAL,IBET,BMT-04,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,SALA DE PLANEJAMENTO,27/07/2022,4899,SIM,SIM,NÃO,NÃO,NÃO,SIM,SIM,NÃO
8142/2008,BALANCA PACIENTE PLATAFORMA ELETRONICA,FILIZOLA,PERSONAL,HC,UNIDADE DE SAÚDE MENTAL,DEL - LAB. CALIBRAÇÃO,PSIQUIATRIA,22/04/2008,1650,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
12223,SIS RADIOGRAFICO-FLUOROSCOPICO,SIEMENS,AXIOM ICONOS R-100,HC,UNIDADE DE DIAGNÓSTICO POR IMAGEM,DEL - ELETROELETRONICA,RADIOLOGIA,11/05/2010,332246,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
091305206,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,27/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305185,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,AMBULATORIO DE PEDIATRIA,29/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305179,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,ENFERMARIA DA PEDIATRIA,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305180,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,25/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305175,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,TRANSPLANTES - SALA DE AGUDOS,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
FZ8137,BALANCA PACIENTE PLATAFORMA MECANICA,FILIZOLA,PN-91-HS,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - LAB. CALIBRAÇÃO,UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/07/2003,"1382,36",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
FZ8135,BALANCA PACIENTE INFANTIL,FANEM,PN-91-TS,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,02/07/2003,"7570,29",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
06968,ASPIRADOR CIRURGICO,OLIDEF,A-45-PLUS,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROELETRONICA,CLINICA MEDICA,05/01/2007,1600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
CB1004001,BISTURI ELETRONICO MONOPOLAR,DELTRONIX,B-1600-MP,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,SALA 1 - 4° ANDAR DO HOSPITAL DO CÂNCER ,05/05/2010,"1347,5",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
762784,ESFIGMOMANOMETRO ANEROIDE,PA MED,PRECISION,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - LAB. CALIBRAÇÃO,MOLESTIAS INFECCIOSAS,26/11/2013,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305187,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305188,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERENCIA DO PRONTO SOCORRO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305181,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305193,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305184,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305191,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305201,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305204,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERENCIA DE PRONTO SOCORRO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305192,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,HEMODINÂMICA,29/06/2009,3816900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305197,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305198,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,27/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
091305176,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,28/06/2009,38169,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
27219,SERRA OSSEA PNEUMATICA,SYNTHES,COMPACT AIR DRIVE II,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,23/12/2009,36999,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
843534,ESFIGMOMANOMETRO ANEROIDE,SOLIDOR,ADULTO,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - LAB. CALIBRAÇÃO,ECOCARDIOGRAFIA,20/03/2010,25,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
4V3388358,PROCESSADORA VIDEO ENDOSCOPIA,FUJINON,EPX-2200,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,04/07/2010,114000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
609/02,BALANCA PACIENTE INFANTIL,C&F,P-15-B,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,QUEIMADOS,16/12/2002,535,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
CF3870,INCUBADORA RN TRANSPORTE,FANEM,IT-158-TS,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,25/06/2008,19987,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
835460,ESFIGMOMANOMETRO ANEROIDE,SOLIDOR,ADULTO,HC,UNIDADE DE ONCOLOGIA,DEL - LAB. CALIBRAÇÃO,UNIDADE DE INTERNACAO DIA,20/03/2010,25,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
F083311,ELETROMETRO,STANDARD IMAGING,MAX-4000,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,RADIOTERAPIA,12/05/2009,"10815,6",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
845866,ESFIGMOMANOMETRO ANEROIDE,SOLIDOR,ADULTO,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - LAB. CALIBRAÇÃO,ENFERMARIA DE PEDIATRIA,21/03/2010,25,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
US00575891,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,03/02/2010,26000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
27220,SERRA OSSEA PNEUMATICA,SYNTHES,COMPACT AIR DRIVE II,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRURGICO,17/03/2010,36999,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
09280001,MONITOR AR-GAS COMPRIMIDO,JG MORIYA,NOX-500,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,UTI PEDIATRICA,18/01/2010,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
09400111,ELETROCARDIOGRAFO,TEB,ECG PC,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,SETOR DE NEFROLOGIA,10/08/2010,2496,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
T1211,LASER DIODO ODONTOLOGICO,MM OPTICS,TWIN LASER,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,RADIOTERAPIA,16/09/2010,2000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
09400311,ELETROCARDIOGRAFO,TEB,ECG PC,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,ELETROENCEFALOGRAFIA - SUB SOLO ELETROCARDIOGRAMA,11/08/2010,2496,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
27221,SERRA OSSEA PNEUMATICA,SYNTHES,COMPACT AIR DRIVE II,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,17/03/2010,36999,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
19852/1990,BALANCA PACIENTE PLATAFORMA ELETRONICA,FILIZOLA,E-150 3-P,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - LAB. CALIBRAÇÃO,BIOENGENHARIA,05/08/1990,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
672010,PROJETOR GRAFICO OCULAR,XENONIO,ES-01,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,13/10/2010,1350,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
652010,PROJETOR GRAFICO OCULAR,XENONIO,ES-01,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,13/10/2010,1350,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
662010,PROJETOR GRAFICO OCULAR,XENONIO,ES-01,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,13/10/2010,1350,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
M320090119362,UMIDIFICADOR AQUECEDOR,INTERMED,MISTY-3,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,14/04/2003,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
662169,ESFIGMOMANOMETRO ANEROIDE,BIC,PRECISION,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - LAB. CALIBRAÇÃO,ECOCARDIOGRAFIA,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
M320090119357,UMIDIFICADOR AQUECEDOR,INTERMED,MISTY-3,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,02/11/2010,100,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
144714,MICROSCOPIO LAB,NIKON,YS-2-H,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,28/10/1990,"0,17",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,TERMOMETRO ELETRONICO,INCOTERM,7427 02 0 00,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CME,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
668117,ESFIGMOMANOMETRO ANEROIDE,BIC,PRECISION,HC,UNIDADE DE ONCOLOGIA,DEL - LAB. CALIBRAÇÃO,UNIDADE DE INTERNAÇÃO DIA,30/07/2010,57,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GB2687A,LITOTRIPTOR INTRACORPOREO,KARL STORZ,CALCUSON,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,12/02/2010,48500,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
664109,ESTETOSCOPIO MECANICO,BIC,INFANTIL SIMPLES,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - LAB. CALIBRAÇÃO,ENFERMARIA DE PEDIATRIA,29/07/2010,57,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
664109,ESFIGMOMANOMETRO ANEROIDE,BIC,ADULTO,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,ENFERMARIA PEDIATRIA,29/07/2010,57,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0838002,MARCA-PASSO CARDIACO-ELETRODO INVASIVO,ST JUDE MEDICAL,3085,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA CORONARIANA,17/03/2010,12998,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0842003,MARCA-PASSO CARDIACO-ELETRODO INVASIVO,ST JUDE MEDICAL,3085,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA CORONARIANA,17/03/2010,12998,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
US00577778,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI CORONARIANA,13/10/2010,24800,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
US00577781,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,15/09/2010,24800,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1118501708,BALANCA ELETRONICA ANALITICA,METTLER TOLEDO,AG-245,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,08/02/2000,9408,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1100486002,URETERORENOSCOPIO,RICHARD WOLF,COBRA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,17/07/2019,66890,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
FS0100049,CARDIOTOCOGRAFO,BIONET,FC-700,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTETRICO,15/01/2020,5790,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
